show_id,type,title,director,main_actor,country,date_added,release_year,rating,duration,genre,description
1113,Movie,Woody Woodpecker,Alex Zamm,Timothy Omundson,United States,"April 2, 2021",2017,PG,91 min,Children & Family Movies,A rascally bird with a distinctive laugh pecks back with a vengeance when his forest habitat is threatened by a slick lawyer building his dream home.
1114,Movie,2012,Roland Emmerich,John Cusack,United States,"April 1, 2021",2009,PG-13,158 min,Action & Adventure,"When a flood of natural disasters begins to destroy the world, a divorced dad desperately tries to save his family by outrunning the cataclysmic chaos."
1115,Movie,3 Idiots,Rajkumar Hirani,Aamir Khan,India,"April 1, 2021",2009,PG-13,164 min,Comedies,"While attending one of India's premier colleges, three miserable engineering students and best friends struggle to beat the school's draconian system."
1116,Movie,Ferrari Ki Sawaari,Rajesh Mapuskar,Sharman Joshi,India,"April 1, 2021",2012,TV-PG,133 min,Comedies,A father winds up involved with a stolen Ferrari as he tries to acquire the money to send his son to the leading cricket academy.
1117,TV Show,Glimpses of a Future,Unspecified,Unknown,United States,"April 1, 2021",2020,TV-PG,1 Season,Docuseries,"This docuseries celebrates the virtual collaborations between a group of artists, dancers and writers from around the world during the pandemic."
1118,Movie,Ibrahim a Fate to Define,Lina Al Abed,Unknown,"Lebanon, Palestine, Denmark, Qatar","April 1, 2021",2019,TV-PG,75 min,Documentaries,"Raised in a quiet home, Lina searches for answers while investigating the mystery behind her father's disappearance in this documentary."
1119,Movie,Insidious,James Wan,Patrick Wilson,"United States, Canada","April 1, 2021",2010,PG-13,103 min,Horror Movies,"A family moves into a new home, where their son falls into a coma and eerie events begin to reveal something far more sinister is lurking in the house."
1120,Movie,Into the Grizzly Maze,David Hackl,James Marsden,"United States, Canada","April 1, 2021",2015,R,90 min,Action & Adventure,Estranged brothers Beckett and Rowan reunite in the Alaskan wild to confront a savage grizzly bear wreaking havoc on their hometown.
1121,Movie,Kingsglaive: Final Fantasy XV,Takeshi Nozue,Aaron Paul,"Japan, United States","April 1, 2021",2016,PG-13,116 min,Action & Adventure,King Regis of Lucis orders his Kingsglaive warriors to stop the army of Niflheim before it invades and steals the crystal that gives Lucis its power.
1122,Movie,Legally Blonde,Robert Luketic,Reese Witherspoon,United States,"April 1, 2021",2001,PG-13,96 min,Comedies,"When dazzling L.A. sorority girl Elle Woods gets dumped by her snobby boyfriend, she decides to win him back by following him to Harvard Law School."
1123,Movie,Madam Chief Minister,Subhash Kapoor,Richa Chadda,India,"April 1, 2021",2020,TV-14,121 min,Dramas,"Rising from disadvantage to become a state leader, a tenacious politician learns that with great power comes great responsibility, ruthlessness and risk."
1124,TV Show,Magical Andes,Unspecified,Unknown,"Uruguay, Germany","April 1, 2021",2021,TV-G,2 Seasons,Docuseries,"From Argentina to Colombia, this stunning documentary follows five characters who share their deep connection to South America's majestic mountains."
1125,Movie,Maximum Risk,Ringo Lam,Jean-Claude Van Damme,United States,"April 1, 2021",1996,R,101 min,Action & Adventure,"After discovering he's a twin when a look-alike turns up dead, a French cop assumes his brother's identity to uncover the truth and seek vengeance."
1126,TV Show,Murder Maps,Unspecified,Nicholas Day,United Kingdom,"April 1, 2021",2017,TV-MA,2 Seasons,British TV Shows,Dramatic reenactments paired with archival sources artfully illustrate how police brought some of Britain's most infamous killers to justice.
1127,Movie,My Fair Lady,George Cukor,Audrey Hepburn,United States,"April 1, 2021",1964,G,173 min,Classic Movies,"When a Cockney flower girl takes elocution lessons from an aloof professor, he decides to introduce her to high society, transforming both their lives."
1128,TV Show,Prank Encounters,Unspecified,Gaten Matarazzo,United States,"April 1, 2021",2021,TV-MA,2 Seasons,Reality TV,Monstrous frights meet hilarious reveals on this hidden-camera prank show as real people become the stars of their own full-blown horror movie.
1129,Movie,S.W.A.T.: Under Siege,Tony Giglio,Sam Jaeger,United States,"April 1, 2021",2017,R,89 min,Action & Adventure,"When a S.W.A.T. team takes in a mysterious, high-profile prisoner, international threats unleash a barrage of attacks on their compound to retrieve him."
1130,TV Show,Secrets of Great British Castles,Unspecified,Dan Jones,United Kingdom,"April 1, 2021",2016,TV-PG,2 Seasons,British TV Shows,Join historian Dan Jones on a journey back in time to the zenith of Britain's most iconic structures and their infamous inhabitants.
1131,Movie,Seven Souls in the Skull Castle: Season Bird,Hidenori Inoue,Sadao Abe,United States,"April 1, 2021",2017,TV-14,182 min,Action & Adventure,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Bird” version of the dynamic show performed in a 360º theater."
1132,Movie,Seven Souls in the Skull Castle: Season Flower,Hidenori Inoue,Shun Oguri,Japan,"April 1, 2021",2017,TV-14,181 min,Action & Adventure,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Flower” version of the bold show performed in a 360º theater."
1133,Movie,Seven Souls in the Skull Castle: Season Wind,Hidenori Inoue,Kenichi Matsuyama,United States,"April 1, 2021",2017,TV-14,185 min,Action & Adventure,"Japan, 1590. Wandering samurai band together to take on the lord of Skull Castle in this “Wind” version of the dynamic show performed in a 360º theater."
1134,Movie,Sniper: Ghost Shooter,Don Michael Paul,Chad Michael Collins,United States,"April 1, 2021",2016,R,99 min,Action & Adventure,Snipers ordered to protect a gas pipeline from terrorists suspect a security breach when they're targeted by a ghost shooter who knows their location.
1135,Movie,Starship Troopers: Traitor of Mars,Shinji Aramaki,Casper Van Dien,"United States, Japan","April 1, 2021",2017,R,88 min,Action & Adventure,"When a corrupt official plans to sabotage the planet Mars, it’s up to Rico and a group of fresh recruits to fend off a surprise bug attack on their own."
1136,Movie,Takers,John Luessenhop,Matt Dillon,United States,"April 1, 2021",2010,PG-13,107 min,Action & Adventure,An elite crew of bank robbers sets up a daring heist after a former associate persuades them to target an armored car that could be their biggest score.
1137,Movie,Tersanjung the Movie,Hanung Bramantyo,Clara Bernadeth,Indonesia,"April 1, 2021",2021,TV-14,114 min,Dramas,"After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis."
1138,Movie,The Knight and the Princess,Bashir El Deek,Sedky Sakhr,"Egypt, Saudi Arabia","April 1, 2021",2019,TV-PG,96 min,Action & Adventure,"A fictional account of the heroic quests of a 7th-century knight, from rescuing hostages abducted by pirates in the Indian Sea to taking on a tyrant."
1139,Movie,The Pianist,Roman Polański,Adrien Brody,"United Kingdom, France, Poland, Germany, United States","April 1, 2021",2002,R,149 min,Dramas,Famed Polish pianist Wladyslaw Szpilman struggles to survive the onslaught of Nazi tyranny during World War II in this drama based on his memoirs.
1140,Movie,The Stepfather,Nelson McCormick,Dylan Walsh,United States,"April 1, 2021",2009,PG-13,102 min,Horror Movies,A series of mysterious events makes a teenager suspect that his mother's new boyfriend may be a dangerous serial killer known for preying on families.
1141,Movie,Universal Soldier: The Return,Mic Rodgers,Jean-Claude Van Damme,United States,"April 1, 2021",1999,R,83 min,Action & Adventure,An ex-Universal Soldier working to design smarter cyborg warriors discovers that the supercomputer controlling the soldiers has a sinister agenda.
1142,Movie,Wazir,Bejoy Nambiar,Amitabh Bachchan,India,"April 1, 2021",2016,TV-14,98 min,Dramas,"Helping an amputee grandmaster settle the score for his tragic past, a grieving detective unravels a conspiracy more complicated than he imagined."
1143,Movie,White Boy,Shawn Rech,Richard Wershe Jr.,United States,"April 1, 2021",2017,TV-MA,83 min,Documentaries,"This true-crime documentary exposes new facts about alleged teen drug lord ""White Boy Rick"" and his lesser-known role as an FBI informant."
1144,TV Show,Worn Stories,Unspecified,Unknown,United States,"April 1, 2021",2021,TV-MA,1 Season,Docuseries,"In this funny, heartfelt and moving docuseries, real people unpack the fascinating and quirky stories around their most meaningful pieces of clothing."
1145,Movie,Yes Man,Peyton Reed,Jim Carrey,"United States, United Kingdom","April 1, 2021",2008,PG-13,104 min,Comedies,"After a bitter divorce, a loan officer falls under the sway of a self-help guru who urges him to say yes to everything that comes his way for a year."
1146,Movie,At Eternity's Gate,Julian Schnabel,Willem Dafoe,"Ireland, Switzerland, United Kingdom, France, United States","March 31, 2021",2018,PG-13,111 min,Dramas,Wild artistic inspiration and emotional turmoil fill painter Vincent van Gogh's last years as he struggles to bring his unique vision to the world.
1147,TV Show,Haunted: Latin America,Adrián García Bogliano,Unknown,"United States, Mexico","March 31, 2021",2021,TV-14,1 Season,International TV Shows,"Real people's terrifying tales of the chilling, unexplained and paranormal come to life with dramatic reenactments in this reality series."
1148,Movie,Not a Game,Jose Gomez,Brendon Mcdonnell,United Kingdom,"March 31, 2021",2020,TV-MA,98 min,Documentaries,"This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents."
1149,TV Show,Robocar Poli,Unspecified,Donald Reignoux,South Korea,"March 31, 2021",2015,TV-Y,2 Seasons,Kids' TV,"When disaster strikes in Brooms Town, police car Robocar Poli, fire truck Robotruck Roy and their friends on the rescue team race to save the day."
1150,TV Show,Yu-Gi-Oh!,Unspecified,Dan Green,Japan,"March 31, 2021",2005,TV-Y7,1 Season,Anime Series,"The lives of young Yugi Moto and his friends Joey, Tristan, and Téa are forever changed when a fantasy card game becomes their reality."
1151,Movie,7 Yards: The Chris Norton Story,Jonathon Link,Chris Norton,United States,"March 30, 2021",2021,TV-PG,93 min,Documentaries,"The true story of former college football player Chris Norton, who defied the odds after a devastating accident — with the woman he loves by his side."
1152,Movie,Octonauts & the Ring of Fire,Blair Simmons,Simon Greenall,"China, United Kingdom","March 30, 2021",2021,TV-Y,73 min,Children & Family Movies,"When red-hot volcanoes start a chain reaction of disasters across the ocean, the Octonauts must work together to face their biggest challenge yet."
1153,TV Show,Rainbow High,Unspecified,Tara Sands,United States,"March 30, 2021",2020,TV-Y,1 Season,Kids' TV,"The popular fashion dolls come to life in this animated series as they let their talents and true colors shine at the visual arts school, Rainbow High."
1154,Movie,Mandela: Long Walk to Freedom,Justin Chadwick,Idris Elba,"United Kingdom, South Africa, France","March 29, 2021",2013,PG-13,141 min,Dramas,This in-depth biopic portrays groundbreaking South African leader Nelson Mandela's fight against political oppression and virulent racism.
1155,Movie,Lawless,John Hillcoat,Shia LaBeouf,United States,"March 28, 2021",2012,R,116 min,Dramas,"This true-to-life action saga profiles Virginia's bootlegging Bondurant brothers, whose exploits during the Prohibition era made them outlaw heroes."
1156,Movie,Marked,Nadine Ibrahim,Unknown,Nigeria,"March 28, 2021",2021,TV-PG,21 min,Documentaries,"This documentary explores Nigeria’s cultural practice of marking, including its origins and meaning as a symbol of identity, beauty and spirituality."
1157,Movie,A Week Away,Roman White,Kevin Quinn,United States,"March 26, 2021",2021,TV-PG,98 min,Children & Family Movies,"In this uplifting musical, a troubled teen takes a leap of faith by attending summer camp — and unexpectedly finds love, friends and a place to belong."
1158,Movie,Bad Trip,Unspecified,Eric André,United States,"March 26, 2021",2021,TV-MA,87 min,Comedies,"In this hidden-camera prank comedy, two best friends bond on a wild road trip to New York as they pull real people into their raunchy, raucous antics."
1159,TV Show,Big Time Rush,Unspecified,Kendall Schmidt,United States,"March 26, 2021",2013,TV-G,4 Seasons,Kids' TV,"After a talent agent discovers four talented pals and turns them into a boy band called Big Time Rush, they must adjust to their exciting new lives."
1160,Movie,Black Is Beltza,Fermín Muguruza,Unax Ugalde,United States,"March 26, 2021",2018,TV-MA,87 min,Dramas,A young Basque man is radicalized in 1960s America after being forbidden from participating in a parade on racial grounds.
1161,Movie,Croupier,Mike Hodges,Clive Owen,"Ireland, United Kingdom, France, Germany","March 26, 2021",1998,TV-MA,95 min,Dramas,"A would-be writer lands a job as a croupier to make ends meet. But when he becomes involved with a gambler, he is lured into taking part in a heist."
1162,Movie,Elizabeth and Margaret: Love and Loyalty,Unspecified,Unknown,United Kingdom,"March 26, 2021",2020,TV-PG,87 min,Documentaries,"This documentary takes an intimate look at the complex, widely misunderstood relationship between Queen Elizabeth II and her sister, Princess Margaret."
1163,Movie,Keeping the Bees,Eylem Kaftan,Meryem Uzerli,Turkey,"March 26, 2021",2020,TV-14,93 min,Dramas,Ayşe returns from Germany to her Black Sea hometown and sets out to fulfill her mom's dying wish — to care for her beloved bee farms.
1164,TV Show,Magic for Humans Spain,Unspecified,Antonio Díaz,Spain,"March 26, 2021",2021,TV-MA,1 Season,International TV Shows,"In this Spanish adaptation of ""Magic for Humans,"" folks of all ages on the streets of Barcelona are amazed by tricks that inspire delight and wonder."
1165,Movie,Ni de coña,Fernando Ayllón,Nathalie Seseña,Spain,"March 26, 2021",2020,TV-MA,97 min,Comedies,"Trying to fix their relationships, four couples attend a spiritual retreat at a Caribbean resort, where temptation and mishaps add problems to the mix."
1166,Movie,Pagglait,Umesh Bist,Sanya Malhotra,India,"March 26, 2021",2021,TV-PG,114 min,Comedies,"Widowed soon after marriage, a young woman grapples with an inability to grieve, quirky relatives and a startling discovery about her late husband."
1167,TV Show,The Irregulars,Unspecified,Mckell David,United Kingdom,"March 26, 2021",2021,TV-14,1 Season,British TV Shows,"A crew of misfits investigates a series of supernatural crimes in Victorian London for Dr. Watson and his shadowy associate, Sherlock Holmes."
1168,Movie,Caught by a Wave,Massimiliano Camaiti,Elvira Camarrone,Italy,"March 25, 2021",2021,TV-14,100 min,Dramas,"After falling in love at a sailing summer camp in Sicily, reality comes crashing down on a teenage couple when a harsh truth prompts a pivotal decision."
1169,TV Show,DOTA: Dragon's Blood,Unspecified,Yuri Lowenthal,United States,"March 25, 2021",2021,TV-MA,1 Season,Anime Series,A conflicted yet courageous Dragon Knight must use the power of the dragon within to stop a deadly demon in this epic fantasy based on the online game.
1170,TV Show,Pui Pui Molcar,Unspecified,Unknown,Japan,"March 25, 2021",2021,TV-Y7,1 Season,Kids' TV,They’re guinea pigs! And they’re cars! The fuzzy and adorable molcars have lots of fun adventures in this delightful stop-motion animation.
1171,Movie,Secret Magic Control Agency,Aleksey Tsitsilin,Nicholas Corda,"Russia, United States","March 25, 2021",2021,TV-Y7,105 min,Children & Family Movies,"Hansel and Gretel of fairy tale fame — now acting as secret agents — must use magic, clever thinking and teamwork on a mission to find a missing king."
1172,Movie,Seaspiracy,Ali Tabrizi,Unknown,United States,"March 24, 2021",2021,TV-14,90 min,Documentaries,"Passionate about ocean life, a filmmaker sets out to document the harm that humans do to marine species — and uncovers alarming global corruption."
1173,Movie,Loyiso Gola: Unlearning,Kagiso Lediga,Loyiso Gola,South Africa,"March 23, 2021",2021,TV-MA,60 min,Stand-Up Comedy,"South African comedian Loyiso Gola serves up filter-free humor as he riffs about race, identity, politics, and a school prank gone embarrassingly wrong!"
1174,TV Show,Men on a Mission,Jung-ah Im,Ho-dong Kang,South Korea,"March 23, 2021",2021,TV-14,6 Seasons,International TV Shows,"Male celebs play make-believe as high schoolers, welcoming star transfer students every week and engaging in battles of witty humor and slapstick."
1175,TV Show,Navillera,Unspecified,Park In-hwan,South Korea,"March 23, 2021",2021,TV-14,1 Season,International TV Shows,A 70-year-old with a dream and a 23-year-old with a gift lift each other out of harsh realities and rise to the challenge of becoming ballerinos.
1176,Movie,Philomena,Stephen Frears,Judi Dench,"United Kingdom, United States, France","March 22, 2021",2013,PG-13,98 min,Dramas,A kind-hearted Irishwoman teams with an acerbic journalist to find the son she was forced to give up for adoption 50 years ago.
1177,Movie,Any Crybabies Around?,Takuma Sato,Taiga Nakano,Japan,"March 20, 2021",2020,TV-MA,108 min,Dramas,An immature young father in Akita becomes an outcast in his community after a media incident. Two years later he returns to ineptly try to make amends.
1178,Movie,Hospital,Brody Chu,Lin Po-Hung,Taiwan,"March 20, 2021",2020,TV-MA,90 min,Horror Movies,"In an abandoned hospital in Tainan, visitors seeking to communicate with their relatives' spirits are haunted by disturbing, supernatural occurrences."
1179,Movie,Jiu Jitsu,Dimitri Logothetis,Alain Moussi,United States,"March 20, 2021",2020,R,102 min,Action & Adventure,"After the defeat of a celebrated war hero, an ancient order of fighters battles powerful space invaders as the fate of humanity hangs in the balance."
1180,TV Show,Mighty Morphin Power Rangers,Unspecified,Austin St. John,"United States, Japan","March 20, 2021",2010,TV-Y7,4 Seasons,Kids' TV,"Five average teens are chosen by an intergalactic wizard to become the Power Rangers, who must use their new powers to fight the evil Rita Repulsa."
1181,TV Show,Alien TV,Unspecified,Rob Tinkler,United States,"March 19, 2021",2021,TV-Y7,2 Seasons,Kids' TV,"Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies."
1182,TV Show,Country Comfort,Unspecified,Katharine McPhee,United States,"March 19, 2021",2021,TV-PG,1 Season,TV Comedies,"After hitting the skids in her career, an aspiring country singer finds new life as a nanny for a handsome widower and his five charming children."
1183,TV Show,Formula 1: Drive to Survive,Unspecified,Unknown,United Kingdom,"March 19, 2021",2021,TV-MA,3 Seasons,Docuseries,"Drivers, managers and team owners live life in the fast lane – both on and off the track – during one cutthroat season of Formula 1 racing."
1184,Movie,Reframe THEATER EXPERIENCE with you,Taketoshi Sado,Perfume,United States,"March 19, 2021",2020,TV-G,84 min,International Movies,"Perfume's Reframe 2019 concert, performed to great effect in the newly reconstructed Line Cube Shibuya, is recreated as a high-tech concert film."
1185,Movie,The Yin Yang Master,Li Weiran,Chen Kun,China,"March 19, 2021",2021,TV-14,120 min,Action & Adventure,"A feud erupts between realms, and Yin Yang master Qing Ming teams up with disgraced guard Yuan Boya to vanquish a demonic threat as a conspiracy looms."
1186,Movie,Who's the Boss,Chinaza Onuzo,Funke Akindele,Nigeria,"March 19, 2021",2020,TV-MA,106 min,Comedies,"A young, overworked ad executive with an overbearing boss starts her own side hustle and invents an employer once her business begins to flourish."
1187,TV Show,B: The Beginning,Unspecified,Hiroaki Hirata,Japan,"March 18, 2021",2021,TV-MA,2 Seasons,Anime Series,"Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target."
1188,Movie,Deadly Illusions,Anna Elizabeth James,Kristin Davis,United States,"March 18, 2021",2021,R,115 min,Thrillers,"After a bestselling novelist suffering from writer's block hires a new nanny for her children, the line between fiction and reality starts to blur."
1189,Movie,Get the Goat,Vitor Brandt,Matheus Nachtergaele,Brazil,"March 18, 2021",2021,TV-14,98 min,Action & Adventure,"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot."
1190,Movie,Nate Bargatze: The Greatest Average American,Troy Miller,Nate Bargatze,United States,"March 18, 2021",2021,TV-G,60 min,Stand-Up Comedy,"Nate Bargatze touches on Zoom comedy shows, losing his phone, hotel breakfast fails, animal caddies, new math and much more in this special."
1191,Movie,Skylines,Liam O'Donnell,Lindsey Morgan,"United Kingdom, United States","March 18, 2021",2020,R,113 min,Action & Adventure,"When a mysterious alien virus begins to endanger humanity, an elite team of soldiers launches into space to end the threat for good."
1192,Movie,The Fluffy Movie,Manny Rodriguez,Gabriel Iglesias,United States,"March 18, 2021",2014,PG-13,101 min,Stand-Up Comedy,"Comedian Gabriel Iglesias takes the stage in San Jose, California, for a stand-up performance featuring wild stories and even wilder impersonations."
1193,Movie,The Present,Farah Nabulsi,Saleh Bakri,"United Kingdom,","March 18, 2021",2020,TV-MA,24 min,Dramas,"Yusuf and his daughter set out to buy his wife an anniversary gift, a gesture demanding much patience and negotiation skills in the West Bank."
1194,Movie,Wave of Cinema: 90's Generation,Adriano Rudiman,PADI Reborn,United States,"March 18, 2021",2020,TV-PG,51 min,Documentaries,"Walk down memory lane and experience the soundtrack to beloved film ""Generasi 90an: Melankolia"" through nostalgic performances."
1195,Movie,Catch.er,Walter Taylaur,OC Ukeje,Nigeria,"March 17, 2021",2017,TV-14,80 min,Dramas,"A man becomes the prime suspect in his wife's murder, but the police investigation soon widens to other potential culprits with hidden motives."
1196,Movie,Operation Varsity Blues: The College Admissions Scandal,Chris Smith,Matthew Modine,United States,"March 17, 2021",2021,R,100 min,Documentaries,Reenactments drive this documentary investigating the mastermind behind a scam to get the kids of rich and famous families into top US universities.
1197,TV Show,Under Suspicion: Uncovering the Wesphael Case,Alain Brunard,Unknown,Belgium,"March 17, 2021",2021,TV-14,1 Season,Crime TV Shows,"This docuseries follows the high-profile case of Belgian politician Bernard Wesphael, who was accused of murdering his wife in 2013."
1198,Movie,Get on Up,Tate Taylor,Chadwick Boseman,"United Kingdom, United States","March 16, 2021",2014,PG-13,139 min,Dramas,Music legend James Brown makes a turbulent journey from humble origins to superstardom as the Godfather of Soul in this biopic starring Chadwick Boseman.
1199,Movie,RebellComedy: Straight Outta the Zoo,Ladislaus Kiraly,Khalid Bounouar,Germany,"March 16, 2021",2021,TV-MA,74 min,Stand-Up Comedy,"The comics of RebellComedy take the stage and tackle mistaken identities, geriatric influencers, our flawed perceptions of animals and more."
1200,Movie,Savages,Oliver Stone,Taylor Kitsch,United States,"March 16, 2021",2012,R,131 min,Dramas,"With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover."
1201,TV Show,Waffles + Mochi,Unspecified,Michelle Zamora,United States,"March 16, 2021",2021,TV-Y,1 Season,Kids' TV,Curious puppet pals Waffles and Mochi travel the world exploring the wonders of food and culture while learning how to cook with fresh ingredients.
1202,TV Show,Abla Fahita: Drama Queen,Unspecified,Bassem Samra,Egypt,"March 15, 2021",2021,TV-14,1 Season,Crime TV Shows,"Falsely incriminated, Abla Fahita is separated from her kids, but the self-indulgent diva will stop at nothing to redeem herself and reunite her family."
1203,Movie,C/O Kaadhal,Hemambar Jasti,Deepann,India,"March 15, 2021",2021,TV-14,131 min,Dramas,"Cutting across conventions and expectations, four brave love stories blossom in this Tamil remake of the 2018 Telugu film ""Care of Kancharapalem.”"
1204,Movie,The BFG,Steven Spielberg,Mark Rylance,"United States, India, United Kingdom","March 15, 2021",2016,PG,118 min,Children & Family Movies,A little orphan meets up with a kind giant who's supposed to eat her but instead protects her from some truly horrible giants who terrorize them both.
1205,Movie,The Last Blockbuster,Taylor Morden,Unknown,United States,"March 15, 2021",2020,TV-14,87 min,Documentaries,"This nostalgic documentary reveals the real story of Blockbuster's demise, and how one last location in Oregon keeps the spirit of a bygone era alive."
1206,TV Show,The Lost Pirate Kingdom,Unspecified,James Oliver Wheatley,"United States, United Kingdom","March 15, 2021",2021,TV-MA,1 Season,Docuseries,The real-life pirates of the Caribbean violently plunder the world's riches and form a surprisingly egalitarian republic in this documentary series.
1207,TV Show,Zero Chill,Unspecified,Grace Beedie,United Kingdom,"March 15, 2021",2021,TV-G,1 Season,British TV Shows,"Talented teen figure skater Kayla is forced to leave everything behind when her family follows her twin brother, Mac, to a prestigious hockey academy."
1208,Movie,Audrey,Helena Coan,Audrey Hepburn,United States,"March 14, 2021",2020,TV-14,101 min,Documentaries,"An intimate portrait of legendary Hollywood actress, fashion icon and humanitarian Audrey Hepburn, who stood for love above all else."
1209,Movie,Çarsi Pazar,Muharrem Gülmez,Erdem Yener,Turkey,"March 12, 2021",2015,TV-MA,97 min,Comedies,The slacker owner of a public bath house rallies his community to save it when a big developer comes to town to close it down and open a new mall.
1210,Movie,Just In Time,Dolapo Adeleke,Sarah Hassan,Kenya,"March 12, 2021",2020,TV-G,92 min,Comedies,A meticulous clerk for a bookstore that has just been shuttered suddenly finds herself taking care of her cousin's witty 11-year-old daughter.
1211,TV Show,Love Alarm,Unspecified,Kim So-hyun,South Korea,"March 12, 2021",2021,TV-MA,2 Seasons,International TV Shows,"In a world where an app alerts people if someone in the vicinity likes them, Kim Jojo experiences young love while coping with personal adversities."
1212,Movie,Mucize,Mahsun Kırmızıgül,Talat Bulut,Turkey,"March 12, 2021",2015,TV-14,136 min,Dramas,"Sent away from his family to a remote mountain town, teacher Mahir helps the villagers build a school – and inspires a path to hope for them all."
1213,Movie,Paper Lives,Can Ulkay,Çağatay Ulusoy,Turkey,"March 12, 2021",2021,TV-MA,97 min,Dramas,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood."
1214,TV Show,Paradise PD,Unspecified,Tom Kenny,United States,"March 12, 2021",2021,TV-MA,3 Seasons,TV Comedies,"An eager young rookie joins the ragtag small-town police force led by his dad as they bumble, squabble and snort their way through a big drug case."
1215,Movie,Quiet,Luis Alejandro Pérez,Max Salgado,United States,"March 12, 2021",2020,TV-MA,103 min,Dramas,The lives of three Chilean teenage misfits converge as they try to find their place in an unequal society through hip-hop and lasting friendships.
1216,Movie,Romantik Komedi,Ketche,Sedef Avcı,Turkey,"March 12, 2021",2010,TV-MA,110 min,Comedies,"Bored with her life and inspired by a friend's wedding, Esra quits her job and dumps her boyfriend, leading to a series of romantic misadventures."
1217,Movie,Romantik Komedi 2: Bekarlığa Veda,Erol Özlevi,Sinem Kobal,Turkey,"March 12, 2021",2013,TV-MA,105 min,Comedies,"Didem tries everything to get actor Cem to propose to her, but he's got other things on his mind: a beautiful new co-star and a secret bachelor party."
1218,TV Show,The One,Unspecified,Hannah Ware,United Kingdom,"March 12, 2021",2021,TV-MA,1 Season,British TV Shows,"Love — and lies — spiral when a DNA researcher helps discover a way to find the perfect partner, and creates a bold new matchmaking service."
1219,Movie,YES DAY,Miguel Arteta,Jennifer Garner,United States,"March 12, 2021",2021,PG,90 min,Children & Family Movies,A mom and dad who usually say no decide to say yes to their kids' wildest requests — with a few ground rules — on a whirlwind day of fun and adventure.
1220,Movie,You're Everything To Me,Tolga Örnek,Tolga Çevik,Turkey,"March 12, 2021",2016,TV-PG,107 min,Comedies,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter."
1221,Movie,Coven of Sisters,Pablo Agüero,Alex Brendemühl,"Spain, Argentina","March 11, 2021",2021,TV-MA,92 min,Dramas,"Basque Country, 1609. To postpone their execution, a group of women accused of witchcraft lure their inquisitor into witnessing the witches' Sabbath."
1222,Movie,Generasi 90an: Melankolia,Mohammad Irfan Ramly,Ari Irham,Indonesia,"March 11, 2021",2020,TV-14,94 min,Dramas,"After the devastating loss of a loved one, Abby forms a bond with his sister's best friend as he struggles to move on."
1223,Movie,The Block Island Sound,Kevin McManus,Chris Sheffield,United States,"March 11, 2021",2020,TV-MA,99 min,Horror Movies,"On an island, a fisherman's family faces horrors and dark truths when an ominous force begins killing the wildlife and puts their own lives in danger."
1224,TV Show,Dealer,Ange Basterga,Abdramane Diakité,France,"March 10, 2021",2021,TV-MA,1 Season,Crime TV Shows,Tensions erupt when two filmmakers infiltrate an area ruled by gangs to shoot a music video for a rapper in this gritty found-footage series.
1225,TV Show,Last Chance U: Basketball,Unspecified,Unknown,United States,"March 10, 2021",2021,TV-MA,1 Season,Docuseries,“Last Chance U” hits the hardwood in East Los Angeles as a coach with strong convictions leads young men who hope to fulfill major college potential.
1226,TV Show,Marriage or Mortgage,Unspecified,Unknown,United States,"March 10, 2021",2021,TV-G,1 Season,Reality TV,A wedding planner and a real estate agent compete to win the hearts and budgets of spouses-to-be. Will they pick fairy-tale nuptials or a dream home?
1227,TV Show,The Houseboat,Unspecified,Olli Schulz,Germany,"March 9, 2021",2021,TV-14,1 Season,Docuseries,"With plenty of passion and little know-how, two musicians undertake a daunting project: turn a late singer's houseboat into a creative musical space."
1228,TV Show,Bombay Begums,Unspecified,Pooja Bhatt,India,"March 8, 2021",2021,TV-MA,1 Season,International TV Shows,"From boardrooms to society's margins, five ambitious women from various walks of life navigate dreams, desires and disappointments in modern Mumbai."
1229,Movie,Bombay Rose,Gitanjali Rao,Cyli Khare,"India, United Kingdom, France, Qatar","March 8, 2021",2021,PG-13,97 min,Dramas,"Amidst the bustle of a magnetic and multifaceted city, the budding love between two dreamers is tested."
1230,TV Show,My Way,Unspecified,Sherine,Egypt,"March 6, 2021",2015,TV-14,1 Season,International TV Shows,"In the 1970s, an aspiring singer struggles to prove herself in the face of challenges posed by her strict upbringing and romantic choices."
